hero0,hero1,hero2,hero3,hero4,hero5,hero6,hero7,hero8,hero9,radiant_win
63,7,102,121,11,101,27,22,12,104,False
44,25,129,26,53,91,7,23,8,71,False
50,99,70,101,72,9,113,2,26,93,False
14,54,50,39,101,73,46,10,88,26,True
56,43,105,99,20,102,62,95,40,68,True
16,63,121,35,114,106,84,13,40,85,True
62,97,22,119,42,51,121,65,26,48,True
1,34,2,65,39,66,81,64,67,13,False
5,2,50,48,25,35,123,27,41,73,False
135,26,62,47,45,43,105,99,18,1,True
26,135,8,82,84,39,51,75,48,128,True
33,76,63,5,104,28,39,12,64,50,True
104,119,47,26,44,72,88,49,23,45,True
35,48,113,21,84,9,50,2,74,11,True
104,26,71,20,42,81,74,102,14,27,False
8,74,26,25,7,22,84,62,93,12,True
21,1,38,101,75,5,56,2,26,126,False
33,6,51,39,111,26,32,119,96,85,True
74,75,67,99,22,47,86,57,93,25,False
26,6,21,96,54,32,101,25,48,42,False
26,77,39,90,8,79,6,86,84,23,True
27,50,123,48,22,26,35,68,70,103,False
16,63,87,21,42,46,9,29,2,18,True
112,41,74,28,58,6,3,19,135,11,True
113,75,26,39,86,74,25,99,128,6,False
48,11,71,31,129,26,96,35,12,75,False
84,93,74,17,31,53,70,58,14,22,True
52,25,29,48,112,123,36,102,63,12,False
9,96,39,18,30,12,128,26,29,74,True
103,84,88,8,64,49,119,35,12,105,True
68,44,53,32,74,35,20,42,26,10,False
42,73,11,30,110,47,33,84,28,104,False
126,106,64,53,104,67,37,95,102,4,False
101,114,104,2,128,99,9,14,8,93,True
46,83,8,87,42,21,72,9,14,107,False
6,26,98,128,35,14,17,112,54,2,True
26,27,12,13,2,33,101,5,14,44,True
5,25,54,39,101,30,121,18,34,23,True
34,27,104,44,109,81,10,68,70,9,False
21,99,91,33,47,94,62,114,11,35,True
63,26,14,94,49,31,50,34,8,74,True
126,88,42,47,92,11,21,20,99,8,False
33,75,34,21,45,62,74,7,49,57,True
33,30,104,35,44,6,119,106,83,60,False
128,16,112,41,86,21,35,106,74,95,True
101,84,49,94,98,97,71,79,47,53,True
63,84,73,53,119,99,72,14,76,33,True
123,35,51,68,61,74,114,30,69,98,False
75,14,13,27,93,71,114,43,97,26,False
2,87,43,56,11,41,105,119,21,6,False
12,48,5,15,71,59,14,102,35,85,False
35,3,9,42,95,79,59,89,94,11,True
27,67,5,114,112,35,48,29,50,37,False
9,37,16,86,42,120,8,33,112,14,True
19,22,5,41,103,42,44,14,123,10,True
26,129,110,121,39,51,8,101,37,30,False
114,26,41,7,129,99,58,71,12,25,True
16,60,71,104,108,6,21,84,101,48,False
21,50,13,94,42,29,62,18,44,2,False
45,129,34,98,89,26,113,13,108,105,False
123,8,40,129,17,67,26,94,4,25,False
112,46,86,10,98,26,47,104,62,91,False
86,22,102,77,30,105,104,25,106,67,True
74,14,48,99,64,112,82,70,4,79,False
1,80,11,30,6,32,75,50,99,90,False
25,21,17,99,39,10,47,33,112,107,False
74,32,30,23,101,94,89,48,57,65,True
26,4,113,90,1,71,120,101,22,110,True
10,44,52,104,71,100,74,63,14,1,False
23,32,26,86,106,30,46,75,96,72,False
59,9,27,93,60,62,126,90,128,81,True
1,68,104,50,76,34,14,77,58,70,True
8,27,43,62,89,92,47,31,93,55,False
14,90,62,23,103,30,74,93,56,70,True
67,84,29,123,87,34,68,18,26,23,False
64,14,34,20,63,4,35,37,72,13,False
35,40,113,28,71,9,12,26,74,77,False
119,49,26,67,35,126,51,47,104,9,False
70,63,104,108,31,47,28,119,17,4,True
135,121,97,8,74,41,29,110,48,105,True
48,29,88,84,72,105,13,106,21,67,True
91,22,14,1,33,40,6,21,74,83,True
98,110,129,8,97,79,90,99,78,4,True
106,25,42,30,6,101,53,108,104,93,False
93,36,96,42,123,91,26,72,47,55,True
58,111,16,37,26,39,99,48,33,69,False
70,56,50,119,2,93,64,68,13,84,False
26,33,11,6,113,74,2,35,95,39,True
75,135,42,39,26,59,32,33,74,121,True
84,45,36,44,29,56,6,14,96,5,False
86,64,1,43,96,37,80,76,10,21,True
39,129,120,106,95,34,105,62,51,2,True
86,11,135,44,111,6,114,2,9,37,True
104,106,6,86,123,35,88,67,83,70,True
71,20,42,79,6,9,94,40,103,106,True
72,67,21,7,47,101,46,58,2,84,True
33,128,8,48,87,39,31,29,57,58,False
46,20,14,11,75,37,91,1,36,8,True
27,21,47,12,99,71,4,129,95,8,True
25,18,129,26,83,60,12,47,15,119,True
35,47,14,7,17,86,53,84,48,87,False
86,34,41,54,7,99,25,67,97,13,False
72,21,49,129,88,120,68,18,123,13,False
26,4,30,47,14,46,101,104,81,35,False
13,110,1,14,40,94,74,50,119,87,True
23,59,70,28,27,105,80,2,39,84,True
106,99,22,74,2,50,36,27,48,47,False
36,9,93,22,123,14,44,67,21,86,True
49,41,86,45,35,10,82,109,62,58,True
12,11,21,99,14,34,7,101,33,25,False
46,7,9,119,10,31,96,88,93,13,True
119,106,14,74,105,5,9,21,68,103,False
57,106,55,18,67,53,72,79,84,44,False
119,67,42,9,10,48,22,5,104,14,False
135,25,84,32,50,64,46,89,93,51,True
64,95,92,114,33,49,40,51,26,23,True
6,99,27,14,37,35,10,28,75,62,True
101,46,114,37,104,25,96,44,84,1,True
35,27,47,87,44,112,41,51,39,86,True
114,6,33,86,98,78,42,14,48,18,False
11,10,86,84,63,26,1,23,49,75,False
98,70,85,14,35,9,105,88,46,44,True
2,44,90,26,5,121,51,23,47,104,False
35,14,41,81,47,8,54,30,26,23,False
20,32,100,14,88,99,35,21,25,128,True
121,9,119,14,74,67,31,114,50,55,False
20,80,95,96,31,88,8,36,33,119,False
79,10,87,30,11,51,2,27,44,74,False
84,5,42,30,41,12,88,21,101,94,False
109,50,128,123,72,110,3,26,13,2,False
4,103,8,38,25,40,80,53,97,15,False
56,84,28,30,95,34,105,42,14,99,True
25,16,63,7,20,48,23,119,49,99,False
100,70,30,129,25,81,39,114,112,121,False
56,42,126,11,72,14,39,47,26,61,True
51,18,26,50,59,14,21,1,23,39,False
10,20,35,96,45,63,59,64,50,2,True
113,12,121,26,39,81,21,50,99,14,False
32,102,50,69,33,6,26,39,2,37,False
74,11,120,42,21,39,135,76,23,6,False
72,30,47,58,2,29,63,123,22,128,False
13,44,96,27,68,28,7,112,67,30,True
42,10,123,35,30,40,78,100,44,67,True
47,53,34,6,84,46,14,81,95,20,True
26,8,76,59,22,44,47,35,98,81,True
59,6,45,26,71,40,27,8,70,135,False
105,70,73,52,14,9,104,12,22,68,False
97,94,83,59,86,58,44,2,90,67,False
97,84,11,128,8,49,48,27,19,53,True
10,20,13,104,101,44,58,97,123,2,True
6,23,107,8,26,9,16,11,123,44,False
26,7,104,95,14,61,42,119,74,11,False
52,5,39,8,83,25,75,33,123,48,True
84,16,28,8,62,90,20,119,95,14,False
102,31,25,33,8,27,74,104,16,70,True
49,13,10,64,90,114,99,2,35,9,True
10,121,98,9,6,8,45,113,37,39,True
70,21,25,48,81,94,39,93,11,74,True
88,17,123,78,1,14,93,121,47,35,True
68,109,30,56,104,28,123,13,9,93,False
79,87,108,6,34,94,32,26,16,72,True
71,14,112,39,28,59,27,63,22,6,False
114,119,76,18,14,84,74,104,44,9,False
26,109,50,74,2,110,7,34,48,30,False
11,62,42,99,25,84,67,114,20,135,True
22,69,128,2,29,35,93,14,54,8,False
11,9,21,49,101,84,53,70,14,35,False
82,36,21,12,74,93,96,11,50,47,False
41,68,29,47,27,64,69,14,63,123,True
114,46,57,110,14,74,94,101,15,26,True
8,90,69,84,63,71,79,4,64,109,False
49,34,27,6,121,123,48,87,13,2,False
14,99,26,70,9,75,86,112,98,74,False
107,2,121,44,126,5,84,29,75,119,True
87,89,6,105,14,15,50,34,54,21,True
104,48,72,14,50,47,26,11,25,6,True
123,31,94,2,8,113,30,88,21,90,True
8,14,10,54,17,94,74,98,119,78,True
114,47,71,80,30,123,94,19,85,98,True
74,70,129,94,107,48,57,49,92,62,False
70,53,48,43,11,50,17,21,109,105,False
27,52,8,67,74,12,84,44,17,58,True
35,69,47,15,8,11,99,95,21,53,False
25,85,2,8,126,7,84,71,68,94,False
120,74,48,50,96,17,21,88,6,64,False
98,7,9,32,106,44,54,19,123,68,True
85,67,58,39,29,84,102,87,64,5,True
84,87,74,25,8,50,44,26,86,16,True
27,81,121,76,36,72,44,84,71,54,True
42,120,19,68,100,55,73,70,18,11,False
6,50,3,9,101,5,2,56,57,129,True
71,74,13,70,84,11,19,50,9,8,False
94,30,64,11,104,109,77,33,56,16,False
120,45,110,46,99,53,30,61,14,59,True
70,4,21,111,23,75,55,97,10,31,False
70,75,42,112,50,83,21,25,8,81,False
112,13,6,9,49,25,16,21,11,12,True
107,72,23,39,8,28,71,75,77,22,True
67,99,21,26,20,84,17,27,44,40,True
94,64,75,106,93,73,26,47,87,8,True
39,121,51,95,21,8,50,99,86,92,False
47,128,67,30,123,74,10,102,129,112,False
8,30,5,93,42,99,41,47,68,31,False
135,10,14,101,21,63,28,4,49,128,False
32,28,21,59,104,16,41,26,6,11,False
14,41,19,74,18,25,55,102,40,47,True
29,121,33,109,13,16,112,32,10,26,True
70,26,34,2,79,11,101,29,68,54,False
16,8,106,39,26,5,42,112,97,94,False
49,101,74,7,5,111,48,11,36,21,True
48,8,84,1,93,33,128,9,18,43,True
93,104,53,30,17,62,81,123,48,14,False
14,6,23,123,99,1,73,84,40,51,False
104,12,50,30,54,105,8,26,2,14,False
48,30,16,53,76,102,14,39,41,74,False
99,95,84,1,14,36,96,10,75,119,True
100,123,26,48,82,53,128,129,109,5,True
70,21,14,12,112,86,93,13,29,52,True
129,39,35,70,42,6,12,3,84,23,False
120,62,97,86,4,106,45,14,72,37,True
42,47,46,83,21,48,26,100,114,22,True
79,15,30,89,84,6,97,86,44,56,False
104,100,50,48,11,123,95,9,46,42,False
49,15,105,114,10,69,45,27,64,5,False
61,13,21,87,74,18,27,84,54,6,False
104,8,121,53,35,42,93,25,114,68,False
104,71,97,54,26,108,105,70,8,119,True
14,112,67,81,48,25,42,70,85,26,True
26,86,1,63,29,35,7,74,4,109,False
47,114,72,7,99,12,32,123,46,70,True
112,46,86,10,98,26,47,104,62,91,False
86,22,102,77,30,105,104,25,106,67,True
74,14,48,99,64,112,82,70,4,79,False
1,80,11,30,6,32,75,50,99,90,False
25,21,17,99,39,10,47,33,112,107,False
74,32,30,23,101,94,89,48,57,65,True
26,4,113,90,1,71,120,101,22,110,True
10,44,52,104,71,100,74,63,14,1,False
23,32,26,86,106,30,46,75,96,72,False
59,9,27,93,60,62,126,90,128,81,True
1,68,104,50,76,34,14,77,58,70,True
8,27,43,62,89,92,47,31,93,55,False
14,90,62,23,103,30,74,93,56,70,True
67,84,29,123,87,34,68,18,26,23,False
64,14,34,20,63,4,35,37,72,13,False
35,40,113,28,71,9,12,26,74,77,False
119,49,26,67,35,126,51,47,104,9,False
70,63,104,108,31,47,28,119,17,4,True
135,121,97,8,74,41,29,110,48,105,True
48,29,88,84,72,105,13,106,21,67,True
91,22,14,1,33,40,6,21,74,83,True
98,110,129,8,97,79,90,99,78,4,True
106,25,42,30,6,101,53,108,104,93,False
93,36,96,42,123,91,26,72,47,55,True
58,111,16,37,26,39,99,48,33,69,False
51,95,13,85,93,1,105,20,14,104,False
23,12,8,68,28,112,48,33,39,98,False
84,85,54,106,6,41,75,68,119,9,False
93,7,11,74,30,25,84,37,44,42,False
87,44,29,89,51,49,68,75,32,121,False
52,53,93,27,75,29,101,67,37,84,False
113,96,68,50,67,20,87,17,6,120,False
37,13,19,8,99,98,95,11,71,51,False
12,5,35,103,32,15,7,47,26,27,True
44,64,28,63,30,91,62,9,83,21,True
10,14,126,95,8,104,17,59,123,121,True
111,74,100,49,93,94,20,50,9,88,False
11,21,25,88,123,59,112,9,10,29,False
74,21,16,49,102,47,2,42,31,112,False
72,37,120,26,5,104,78,107,111,31,False
85,16,62,106,35,63,95,123,59,4,False
33,11,74,25,14,105,76,62,98,101,False
47,68,94,108,64,25,121,13,70,2,False
112,14,48,47,97,104,56,42,135,26,True
6,74,71,114,8,109,22,40,46,95,True
50,42,29,102,20,7,14,11,105,49,True
29,32,84,25,56,14,95,11,50,40,True
84,1,32,98,106,85,23,31,94,65,False
97,11,40,101,82,81,44,33,7,90,False
8,47,30,34,9,18,85,129,64,98,False
20,6,74,102,35,9,112,109,37,98,True
20,60,92,62,101,16,58,63,76,83,True
60,50,67,108,11,25,27,94,16,35,True
105,34,32,98,74,80,39,62,13,85,False
47,59,22,25,70,32,93,55,39,3,True
70,25,79,36,28,128,84,16,42,97,False
112,1,107,84,98,25,20,87,95,102,True
43,19,135,36,42,49,128,103,41,101,True
28,45,42,44,14,86,99,21,102,83,False
56,22,75,86,102,84,99,25,63,40,True
6,75,40,14,9,43,16,7,101,33,True
11,23,33,68,93,129,14,75,48,121,False
62,34,26,8,98,6,47,84,119,14,True
63,14,102,33,83,129,74,11,123,23,True
94,74,33,119,25,103,14,128,101,54,True
9,46,42,104,20,76,120,70,11,26,False
22,18,45,4,26,14,5,104,105,47,True
45,9,44,101,2,27,22,120,46,111,True
71,50,2,68,6,35,14,8,53,123,False
17,54,30,50,44,123,104,75,46,23,True
2,14,34,105,1,35,83,30,63,8,True
105,121,21,97,93,46,62,49,84,59,True
21,112,96,32,84,27,7,44,68,10,False
119,82,88,13,10,32,26,93,41,21,False
93,13,32,99,70,75,73,29,34,54,False
67,81,76,30,62,26,119,82,114,69,True
26,14,107,44,30,1,70,74,22,53,True
86,105,47,8,6,48,42,36,33,14,False
27,25,4,14,94,74,69,87,21,33,False
8,18,44,14,105,90,98,72,26,4,True
40,112,68,73,81,16,111,4,56,34,True
20,43,70,96,23,5,11,35,104,102,True
54,22,6,123,135,84,28,80,108,37,False
40,30,135,9,101,20,64,47,32,31,False
20,102,42,17,49,70,88,112,2,10,True
104,79,29,93,106,119,54,35,48,9,True
14,101,120,78,22,72,40,100,4,107,False
99,84,9,39,87,21,104,105,8,28,False
17,30,69,42,18,33,11,7,41,84,True
87,6,46,11,54,33,104,84,26,123,False
4,30,31,11,2,32,27,26,111,17,True
62,14,74,75,41,21,31,107,39,10,True
26,25,8,60,71,114,46,112,120,33,True
14,68,63,23,40,27,86,55,44,129,True
99,31,9,44,101,87,129,26,11,8,False
59,5,14,6,58,46,88,129,85,135,False
120,40,88,97,72,67,43,37,38,26,True
57,123,74,6,12,22,44,90,14,49,False
88,17,123,78,1,14,93,121,47,35,True
68,109,30,56,104,28,123,13,9,93,False
79,87,108,6,34,94,32,26,16,72,True
71,14,112,39,28,59,27,63,22,6,False
114,119,76,18,14,84,74,104,44,9,False
26,109,50,74,2,110,7,34,48,30,False
11,62,42,99,25,84,67,114,20,135,True
22,69,128,2,29,35,93,14,54,8,False
11,9,21,49,101,84,53,70,14,35,False
82,36,21,12,74,93,96,11,50,47,False
41,68,29,47,27,64,69,14,63,123,True
114,46,57,110,14,74,94,101,15,26,True
8,90,69,84,63,71,79,4,64,109,False
49,34,27,6,121,123,48,87,13,2,False
14,99,26,70,9,75,86,112,98,74,False
107,2,121,44,126,5,84,29,75,119,True
87,89,6,105,14,15,50,34,54,21,True
104,48,72,14,50,47,26,11,25,6,True
123,31,94,2,8,113,30,88,21,90,True
8,14,10,54,17,94,74,98,119,78,True
114,47,71,80,30,123,94,19,85,98,True
74,70,129,94,107,48,57,49,92,62,False
70,53,48,43,11,50,17,21,109,105,False
27,52,8,67,74,12,84,44,17,58,True
35,69,47,15,8,11,99,95,21,53,False
1,111,25,47,14,121,72,74,31,49,False
121,103,86,93,74,25,14,84,44,96,True
39,64,68,67,29,105,94,79,84,11,True
53,84,35,2,42,71,26,6,105,49,False
113,76,8,16,84,40,49,59,31,44,True
59,114,20,104,23,44,123,70,8,90,False
10,14,35,100,44,47,13,128,48,22,True
5,53,60,59,58,22,9,56,8,44,False
8,90,30,6,99,121,94,27,54,13,False
78,106,14,1,36,123,114,59,26,70,False
123,99,18,21,37,16,93,105,8,73,True
68,129,39,42,123,56,101,87,120,48,False
121,76,69,32,112,97,104,10,35,26,True
5,95,88,34,45,40,59,44,128,2,True
41,123,21,30,120,5,27,29,8,9,True
11,67,37,2,26,74,105,6,97,83,False
105,8,41,42,26,14,27,23,121,10,True
60,90,67,6,68,37,119,42,2,85,False
98,107,35,67,75,7,123,10,8,26,True
21,29,12,50,45,39,110,11,99,48,False
99,135,41,86,21,14,50,4,129,72,False
108,50,45,100,67,93,135,88,26,22,True
99,26,19,62,40,4,9,29,32,97,True
28,9,121,51,67,8,23,31,47,5,True
68,25,67,62,29,1,17,38,84,86,False
89,94,11,3,46,35,101,44,59,6,False
99,83,28,74,79,48,29,34,86,50,True
11,105,106,33,71,84,98,5,90,35,False
27,109,35,14,2,76,126,119,41,96,False
41,9,73,21,75,47,53,26,8,111,True
14,79,26,22,67,8,71,37,106,5,False
43,51,19,12,30,41,97,84,68,74,True
7,62,105,15,71,53,123,75,35,18,True
71,90,42,15,28,75,74,14,41,12,False
11,60,26,62,41,39,21,5,8,7,True
84,14,112,102,99,30,21,67,20,106,True
22,6,59,25,14,135,39,84,44,30,True
25,26,106,36,54,114,69,11,102,50,True
35,56,34,86,73,17,75,2,30,15,False
26,8,14,126,9,22,84,86,35,18,False
26,34,46,78,30,93,11,83,1,47,False
30,101,33,8,46,105,81,14,50,6,False
87,11,30,2,44,5,6,84,99,113,False
5,86,21,18,14,70,27,102,32,84,True
104,83,60,48,59,2,90,37,114,23,False
94,90,53,107,97,68,8,35,102,21,True
13,6,50,68,81,93,14,98,74,2,False
14,36,30,37,54,7,41,23,26,68,True
22,14,90,42,61,84,86,25,129,8,False
126,6,35,16,48,84,50,30,22,63,True
11,104,32,87,90,103,5,8,23,34,False
30,35,17,8,135,31,1,72,82,101,True
84,112,105,10,56,106,98,30,123,1,False
97,26,1,111,98,62,5,29,74,41,False
22,23,9,84,57,121,100,39,15,112,True
135,48,106,26,58,9,51,20,47,67,False
84,99,9,79,72,107,67,22,14,123,True
70,8,26,46,112,27,30,4,14,81,False
112,26,75,93,33,8,71,54,22,121,True
56,73,7,60,17,84,21,43,97,89,False
105,11,10,9,42,41,18,119,7,106,True
35,101,104,17,63,74,2,95,31,33,False
93,13,48,123,16,14,26,94,84,25,False
50,14,53,59,104,27,35,99,18,30,True
86,49,44,27,47,71,43,5,95,104,False
86,19,68,54,63,128,20,84,67,39,False
74,26,2,94,102,119,93,47,126,39,True
95,93,123,8,99,64,59,88,106,42,False
99,5,42,30,17,36,93,61,20,67,False
51,95,13,85,93,1,105,20,14,104,False
23,12,8,68,28,112,48,33,39,98,False
84,85,54,106,6,41,75,68,119,9,False
93,7,11,74,30,25,84,37,44,42,False
87,44,29,89,51,49,68,75,32,121,False
52,53,93,27,75,29,101,67,37,84,False
113,96,68,50,67,20,87,17,6,120,False
37,13,19,8,99,98,95,11,71,51,False
12,5,35,103,32,15,7,47,26,27,True
44,64,28,63,30,91,62,9,83,21,True
10,14,126,95,8,104,17,59,123,121,True
111,74,100,49,93,94,20,50,9,88,False
11,21,25,88,123,59,112,9,10,29,False
74,21,16,49,102,47,2,42,31,112,False
72,37,120,26,5,104,78,107,111,31,False
85,16,62,106,35,63,95,123,59,4,False
33,11,74,25,14,105,76,62,98,101,False
47,68,94,108,64,25,121,13,70,2,False
112,14,48,47,97,104,56,42,135,26,True
6,74,71,114,8,109,22,40,46,95,True
50,42,29,102,20,7,14,11,105,49,True
29,32,84,25,56,14,95,11,50,40,True
84,1,32,98,106,85,23,31,94,65,False
97,11,40,101,82,81,44,33,7,90,False
8,47,30,34,9,18,85,129,64,98,False
20,6,74,102,35,9,112,109,37,98,True
20,60,92,62,101,16,58,63,76,83,True
60,50,67,108,11,25,27,94,16,35,True
97,51,104,87,20,50,1,14,107,61,True
27,11,18,38,107,86,26,76,1,74,True
69,84,21,31,29,26,64,80,11,4,True
17,4,47,76,53,129,110,32,97,74,False
68,25,101,26,21,44,50,39,15,35,True
74,54,30,60,88,119,114,46,64,55,False
48,67,128,44,36,42,26,14,74,94,True
26,114,61,16,49,55,11,33,20,46,True
43,22,94,39,6,112,48,68,52,53,True
98,64,32,83,54,14,34,44,135,55,False
35,72,17,70,64,47,84,1,40,23,True
107,35,60,15,14,86,29,19,96,46,True
120,48,30,39,73,74,32,87,113,14,False
100,5,20,18,84,33,91,17,8,74,True
104,74,26,109,111,27,67,30,34,59,True
112,32,16,87,14,26,89,48,104,25,True
102,21,120,52,94,64,75,44,51,19,True
120,7,123,8,13,97,48,98,26,68,True
42,25,109,68,29,27,86,14,18,75,True
19,68,26,96,70,48,16,13,119,79,False
41,26,11,75,101,96,119,1,114,9,True
39,109,110,84,68,14,11,26,44,86,False
112,21,93,74,51,7,135,42,30,15,False
72,121,27,85,47,21,69,84,1,104,False
79,38,95,91,98,73,71,107,44,42,False
14,69,88,8,104,101,9,98,93,21,True
96,25,31,44,46,6,59,112,79,49,False
21,26,95,7,67,104,58,47,48,97,False
104,29,11,34,26,75,14,58,8,27,True
90,58,104,35,14,45,57,3,96,81,True
81,93,9,68,74,25,98,44,106,57,True
81,123,107,69,72,9,11,14,8,101,True
94,2,99,123,26,7,12,112,84,57,True
43,64,99,70,40,6,75,56,104,48,False
74,41,26,5,19,4,43,44,14,53,False
16,68,18,11,12,34,60,44,110,84,True
47,64,6,34,98,129,51,15,19,55,True
99,47,81,11,36,14,56,20,2,101,False
28,74,93,21,9,84,112,13,1,18,True
21,23,37,2,119,13,71,5,6,75,False
35,44,50,104,43,121,47,1,81,27,False
54,27,16,123,64,68,102,105,23,80,True
123,61,48,14,10,78,13,18,111,97,False
101,44,48,55,32,27,17,109,74,35,True
123,104,16,15,63,98,86,32,54,126,False
28,123,69,33,18,73,72,14,21,82,True
54,81,83,20,126,39,47,45,63,2,True
71,108,101,42,52,1,25,50,89,81,False
19,86,53,71,10,94,14,74,80,84,False
30,31,106,4,29,63,99,95,40,5,False
39,44,74,40,96,17,52,5,86,62,False
72,100,33,96,35,123,13,26,47,128,True
45,129,72,84,23,77,67,59,40,112,False
105,27,11,70,14,26,13,8,69,64,True
53,32,9,84,75,2,25,102,18,39,False
17,60,67,35,44,34,87,9,81,14,False
48,14,62,105,97,84,112,114,11,8,False
104,14,7,4,17,96,61,83,100,16,False
40,89,54,22,35,25,42,11,85,32,False
98,43,35,5,8,36,31,86,67,9,False
59,64,6,50,84,123,11,27,69,105,True
66,9,82,114,71,27,14,8,20,21,False
84,6,104,72,99,105,41,17,95,50,True
67,104,11,83,101,34,128,41,105,47,False
8,81,14,59,84,63,69,50,77,10,True
15,39,104,31,96,98,18,75,2,105,False
1,111,25,47,14,121,72,74,31,49,False
121,103,86,93,74,25,14,84,44,96,True
39,64,68,67,29,105,94,79,84,11,True
53,84,35,2,42,71,26,6,105,49,False
113,76,8,16,84,40,49,59,31,44,True
59,114,20,104,23,44,123,70,8,90,False
10,14,35,100,44,47,13,128,48,22,True
5,53,60,59,58,22,9,56,8,44,False
8,90,30,6,99,121,94,27,54,13,False
78,106,14,1,36,123,114,59,26,70,False
123,99,18,21,37,16,93,105,8,73,True
68,129,39,42,123,56,101,87,120,48,False
121,76,69,32,112,97,104,10,35,26,True
5,95,88,34,45,40,59,44,128,2,True
41,123,21,30,120,5,27,29,8,9,True
11,67,37,2,26,74,105,6,97,83,False
105,8,41,42,26,14,27,23,121,10,True
60,90,67,6,68,37,119,42,2,85,False
98,107,35,67,75,7,123,10,8,26,True
21,29,12,50,45,39,110,11,99,48,False
99,135,41,86,21,14,50,4,129,72,False
108,50,45,100,67,93,135,88,26,22,True
99,26,19,62,40,4,9,29,32,97,True
28,9,121,51,67,8,23,31,47,5,True
68,25,67,62,29,1,17,38,84,86,False
89,94,11,3,46,35,101,44,59,6,False
99,83,28,74,79,48,29,34,86,50,True
11,105,106,33,71,84,98,5,90,35,False
27,109,35,14,2,76,126,119,41,96,False
41,9,73,21,75,47,53,26,8,111,True
14,79,26,22,67,8,71,37,106,5,False
43,51,19,12,30,41,97,84,68,74,True
5,8,74,42,52,71,119,35,40,77,True
119,39,99,53,41,55,21,22,94,16,True
14,60,99,69,48,49,71,15,75,95,False
2,27,97,35,120,29,135,110,1,37,False
25,123,44,96,58,46,35,50,135,21,True
2,88,68,13,48,42,27,43,81,123,False
74,119,71,126,64,62,67,23,2,93,True
12,7,2,56,129,100,9,6,103,94,True
106,80,53,9,19,87,76,107,1,4,False
6,14,75,68,99,81,112,47,48,105,False
106,44,35,14,114,53,101,32,45,42,False
68,74,15,32,1,2,106,101,44,5,False
53,48,10,9,98,105,59,35,40,1,False
8,61,4,68,71,30,104,13,15,51,False
45,35,129,10,84,112,101,49,62,75,False
76,26,81,47,68,25,90,99,55,45,True
20,98,32,100,34,11,111,86,129,12,True
41,83,9,13,5,68,40,17,108,8,True
108,40,61,9,73,83,27,1,19,35,True
129,67,119,74,50,20,99,53,112,44,False
72,26,50,77,7,18,70,29,15,33,True
14,6,41,75,10,11,105,119,94,85,False
28,14,8,35,50,57,75,26,63,72,True
9,54,25,45,8,46,90,68,22,26,False
95,69,28,8,59,48,21,6,9,74,False
7,101,89,73,105,74,111,31,110,12,False
36,14,26,72,76,10,114,99,37,85,False
111,114,41,40,14,19,12,34,84,7,True
102,41,35,54,90,53,74,96,88,5,False
101,31,32,107,59,114,99,94,123,110,True
47,33,78,92,74,119,107,3,40,90,True
17,8,26,5,18,21,47,14,16,48,False
74,114,58,23,54,29,59,109,37,13,False
8,83,2,40,14,98,17,99,85,86,True
41,4,67,54,71,82,11,105,95,44,False
8,11,104,71,121,20,54,25,27,74,True
9,76,99,84,6,67,94,135,11,14,False
34,62,29,67,75,44,63,5,126,65,True
4,37,9,11,60,61,28,50,8,58,True
9,14,5,98,67,86,34,135,53,10,True
128,129,84,135,12,110,41,25,86,78,True
60,93,112,49,14,54,74,67,5,13,True
35,66,107,19,17,29,103,62,104,20,False
74,2,112,93,123,41,47,31,21,121,False
74,123,37,18,84,6,76,86,42,100,True
54,87,94,114,29,119,28,11,40,70,True
95,84,17,128,23,39,71,90,55,44,False
6,44,114,58,104,35,55,68,18,16,False
123,84,81,120,35,31,89,42,44,25,True
31,44,74,26,6,40,14,41,94,68,False
21,101,81,34,78,49,35,8,22,84,True
21,51,101,48,123,75,84,6,99,44,False
93,28,103,14,49,68,112,99,94,12,True
2,1,13,74,84,44,50,26,34,32,True
46,5,75,97,71,99,64,6,120,68,False
97,79,20,8,86,7,112,18,129,22,False
15,47,62,51,26,6,104,35,135,30,False
3,104,101,119,14,48,53,27,5,21,False
48,62,96,14,17,85,47,23,135,44,True
42,83,75,100,11,6,112,20,104,25,True
35,29,94,11,68,48,59,64,104,105,False
119,44,99,11,87,14,54,26,23,105,True
26,74,68,48,99,56,62,14,60,54,False
11,84,22,63,44,68,6,39,71,26,False
97,51,104,87,20,50,1,14,107,61,True
27,11,18,38,107,86,26,76,1,74,True
69,84,21,31,29,26,64,80,11,4,True
17,4,47,76,53,129,110,32,97,74,False
